GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description,Direction,Significant
100887750,0.408,0.241,0.0693,-1.172296,-0.0812499,599.89,MRPS31P5,mitochondrial ribosomal protein S31 pseudogene 5,NS,False
54942,0.408,0.241,0.0636,1.172238,0.0745702,790.0,ABITRAM,actin binding transcription modulator,NS,False
55109,0.408,0.241,0.0407,1.172056,0.0477263,1837.49,AGGF1,angiogenic factor with G-patch and FHA domains 1,NS,False
100128292,0.408,0.241,0.2487,1.172101,0.2914599,46.46,DLG5-AS1,DLG5 antisense RNA 1,NS,False
100616376,0.408,0.241,0.3016,-1.171795,-0.353459,24.85,MIR4492,microRNA 4492,NS,False
100423037,0.408,0.241,0.2648,1.171761,0.3103353,23.59,MIR3176,microRNA 3176,NS,False
79000,0.408,0.242,0.0824,1.171174,0.0964563,644.72,AUNIP,aurora kinase A and ninein interacting protein,NS,False
1298,0.408,0.241,0.196,-1.171286,-0.2295784,232.03,COL9A2,collagen type IX alpha 2 chain,NS,False
79800,0.408,0.242,0.1186,-1.171099,-0.1388545,255.98,CARF,calcium responsive transcription factor,NS,False
389538,0.408,0.241,0.118,1.171258,0.1381782,221.17,CCZ1P-OR7E38P,CCZ1P-OR7E38P readthrough,NS,False
7158,0.408,0.242,0.0505,1.171122,0.059143,5467.45,TP53BP1,tumor protein p53 binding protein 1,NS,False
105372280,0.408,0.242,0.4464,1.171106,0.5227404,9.21,GNG14,G protein subunit gamma 14,NS,False
283314,0.408,0.242,0.1326,1.170998,0.1552958,721.99,C1RL-AS1,C1RL antisense RNA 1,NS,False
124093,0.408,0.242,0.1569,1.170852,0.1836867,536.18,CCDC78,coiled-coil domain containing 78,NS,False
152100,0.409,0.242,0.0654,-1.170218,-0.0764774,1065.28,CMC1,C-X9-C motif containing 1,NS,False
55353,0.409,0.242,0.0646,-1.170205,-0.0755616,11623.01,LAPTM4B,lysosomal protein transmembrane 4 beta,NS,False
10300,0.409,0.242,0.0721,-1.169923,-0.084363,1196.7,KATNB1,katanin regulatory subunit B1,NS,False
8099,0.409,0.242,0.063,1.169781,0.0737133,3059.68,CDK2AP1,cyclin dependent kinase 2 associated protein 1,NS,False
105372952,0.409,0.242,0.1963,1.169797,0.2296746,90.51,LOC105372952,uncharacterized LOC105372952,NS,False
6553,0.409,0.242,0.0824,-1.169387,-0.0963412,700.63,SLC9A5,solute carrier family 9 member A5,NS,False
152687,0.409,0.242,0.1729,-1.169116,-0.2021204,60.88,ZNF595,zinc finger protein 595,NS,False
222161,0.409,0.242,0.1727,-1.168918,-0.2018571,101.31,DKFZP586I1420,uncharacterized protein DKFZp586I1420,NS,False
100499483,0.409,0.242,0.0803,1.16893,0.0938323,408.33,CCDC180,coiled-coil domain containing 180,NS,False
94056,0.409,0.242,0.0596,1.168992,0.0696565,2023.42,SYAP1,synapse associated protein 1,NS,False
51493,0.409,0.242,0.0487,1.168782,0.0568947,2533.95,RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",NS,False
284346,0.409,0.243,0.2075,1.168572,0.2424501,41.89,ZNF575,zinc finger protein 575,NS,False
644186,0.409,0.243,0.3515,-1.16847,-0.4106912,10.75,SYCE3,synaptonemal complex central element protein 3,NS,False
2120,0.409,0.243,0.0838,1.168314,0.097882,1062.94,ETV6,ETS variant transcription factor 6,NS,False
4126,0.409,0.243,0.0643,-1.168201,-0.0751562,1342.52,MANBA,mannosidase beta,NS,False
118663,0.409,0.243,0.2958,-1.168184,-0.3455001,19.37,BTBD16,BTB domain containing 16,NS,False
55154,0.41,0.243,0.0595,1.167984,0.0694555,1335.82,MSTO1,misato mitochondrial distribution and morphology regulator 1,NS,False
1514,0.41,0.243,0.0511,-1.168037,-0.0597092,2067.13,CTSL,cathepsin L,NS,False
2242,0.41,0.243,0.0835,1.167612,0.0975167,294.49,FES,"FES proto-oncogene, tyrosine kinase",NS,False
440461,0.41,0.243,0.374,-1.167607,-0.4366761,11.07,ARHGAP27P2,Rho GTPase activating protein 27 pseudogene 2,NS,False
3227,0.41,0.243,0.3836,-1.1675,-0.4478903,12.91,HOXC11,homeobox C11,NS,False
84263,0.41,0.243,0.0943,1.167305,0.1100705,2000.9,HSDL2,hydroxysteroid dehydrogenase like 2,NS,False
150383,0.41,0.243,0.0787,-1.167159,-0.0918062,399.81,CDPF1,cysteine rich DPF motif domain containing 1,NS,False
100500853,0.41,0.243,0.1494,1.167068,0.1743733,222.62,MIR3605,microRNA 3605,NS,False
643008,0.41,0.243,0.1421,1.166989,0.1658336,98.68,SMIM5,small integral membrane protein 5,NS,False
107984449,0.41,0.243,0.1058,-1.16657,-0.1234706,290.06,LOC107984449,uncharacterized LOC107984449,NS,False
25804,0.41,0.243,0.107,-1.166499,-0.1247708,6091.45,LSM4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",NS,False
441273,0.41,0.244,0.2144,-1.16603,-0.249981,236.82,SPDYE2,speedy/RINGO cell cycle regulator family member E2,NS,False
253959,0.411,0.244,0.0396,-1.165797,-0.0461276,1693.99,RALGAPA1,Ral GTPase activating protein catalytic subunit alpha 1,NS,False
64743,0.411,0.244,0.124,1.165748,0.1445085,1257.34,WDR13,WD repeat domain 13,NS,False
10210,0.411,0.244,0.0515,-1.165629,-0.0599805,977.06,TOPORS,"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase",NS,False
101929715,0.411,0.244,0.1853,-1.165575,-0.2160322,63.62,ODC1-DT,ODC1 divergent transcript,NS,False
170961,0.411,0.244,0.1272,-1.165425,-0.1482142,327.0,ANKRD24,ankyrin repeat domain 24,NS,False
347344,0.411,0.244,0.1162,1.165313,0.135413,540.33,ZNF81,zinc finger protein 81,NS,False
402415,0.411,0.244,0.2641,-1.16532,-0.3077585,42.54,XKRX,XK related X-linked,NS,False
84260,0.411,0.244,0.0597,1.165217,0.0695638,800.39,TCHP,trichoplein keratin filament binding,NS,False
100381270,0.411,0.244,0.1854,-1.164952,-0.2160016,1675.84,ZBED6,zinc finger BED-type containing 6,NS,False
107984128,0.411,0.244,0.1641,1.164961,0.1911128,63.84,LOC107984128,uncharacterized LOC107984128,NS,False
51592,0.411,0.244,0.0419,1.164779,0.0488264,3322.71,TRIM33,tripartite motif containing 33,NS,False
107984654,0.411,0.244,0.3644,-1.164697,-0.4244567,9.62,LOC107984654,uncharacterized LOC107984654,NS,False
84231,0.411,0.244,0.052,-1.16411,-0.0605608,6144.8,TRAF7,TNF receptor associated factor 7,NS,False
112267985,0.411,0.244,0.2979,-1.163953,-0.3466985,14.86,LOC112267985,,NS,False
93587,0.411,0.245,0.1261,-1.163743,-0.1467335,289.57,TRMT10A,tRNA methyltransferase 10A,NS,False
9988,0.411,0.245,0.0495,-1.163762,-0.0576015,2431.07,DMTF1,cyclin D binding myb like transcription factor 1,NS,False
8739,0.411,0.244,0.1548,-1.163829,-0.1801961,156.64,HRK,"harakiri, BCL2 interacting protein",NS,False
55657,0.411,0.245,0.1773,1.163672,0.2062688,1886.13,ZNF692,zinc finger protein 692,NS,False
388552,0.411,0.245,0.0864,-1.163613,-0.1004817,484.22,BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,NS,False
9125,0.412,0.245,0.0739,1.163285,0.0859259,3076.63,CNOT9,CCR4-NOT transcription complex subunit 9,NS,False
112268169,0.412,0.245,0.1946,1.162957,0.2262889,42.75,LOC112268169,uncharacterized LOC112268169,NS,False
79007,0.412,0.245,0.0465,1.162723,0.0540243,2602.14,DBNDD1,dysbindin domain containing 1,NS,False
90952,0.412,0.245,0.1022,1.162379,0.1187383,409.41,ESAM,endothelial cell adhesion molecule,NS,False
105370524,0.412,0.245,0.1186,1.162389,0.1379068,109.09,PCNX4-DT,PCNX4 divergent transcript,NS,False
105373677,0.412,0.245,0.3502,-1.161973,-0.406893,10.44,LOC105373677,uncharacterized LOC105373677,NS,False
105374483,0.412,0.245,0.2225,-1.161997,-0.2585191,29.2,LOC105374483,replaced by ID 107986178,NS,False
891,0.412,0.245,0.1857,-1.162051,-0.215809,5836.41,CCNB1,cyclin B1,NS,False
2356,0.412,0.245,0.0522,1.16212,0.0606488,1833.02,FPGS,folylpolyglutamate synthase,NS,False
2305,0.412,0.245,0.1411,-1.161842,-0.1638822,2175.0,FOXM1,forkhead box M1,NS,False
4163,0.413,0.246,0.1193,1.161169,0.1385775,2401.26,MCC,MCC regulator of WNT signaling pathway,NS,False
105373902,0.413,0.246,0.3791,1.160486,0.4398949,9.79,LOC105373902,uncharacterized LOC105373902,NS,False
100302182,0.413,0.246,0.2066,-1.160223,-0.2397277,37.26,MIR1279,microRNA 1279,NS,False
5937,0.413,0.246,0.0975,-1.160103,-0.1131384,1124.2,RBMS1,RNA binding motif single stranded interacting protein 1,NS,False
80301,0.413,0.246,0.1159,-1.160074,-0.1344426,740.41,PLEKHO2,pleckstrin homology domain containing O2,NS,False
92737,0.413,0.246,0.1443,1.160009,0.16744,207.02,DNER,delta/notch like EGF repeat containing,NS,False
101926926,0.413,0.246,0.1947,1.159731,0.2258273,34.08,RDH10-AS1,RDH10 antisense RNA 1,NS,False
79009,0.413,0.246,0.0596,-1.159635,-0.0691396,1670.71,DDX50,DExD-box helicase 50,NS,False
751580,0.413,0.246,0.1961,1.159612,0.2273894,53.24,LINC00106,long intergenic non-protein coding RNA 106,NS,False
83756,0.414,0.246,0.2221,1.159363,0.2575338,31.4,TAS1R3,taste 1 receptor member 3,NS,False
55622,0.414,0.246,0.077,1.159323,0.0893208,898.31,TTC27,tetratricopeptide repeat domain 27,NS,False
285489,0.414,0.246,0.1241,-1.159257,-0.143911,115.66,DOK7,docking protein 7,NS,False
100216545,0.414,0.246,0.1819,-1.159169,-0.2108262,55.38,KMT2E-AS1,KMT2E antisense RNA 1,NS,False
79096,0.414,0.246,0.0579,1.159155,0.0670807,835.0,CSTPP1,centriolar satellite-associated tubulin polyglutamylase complex regulator 1,NS,False
54521,0.414,0.246,0.0673,-1.159266,-0.0779886,1050.71,WDR44,WD repeat domain 44,NS,False
643854,0.414,0.247,0.1349,-1.158175,-0.156244,89.16,CTAGE9,CTAGE family member 9,NS,False
23483,0.414,0.247,0.0683,-1.15821,-0.0790532,693.16,TGDS,"TDP-glucose 4,6-dehydratase",NS,False
50651,0.414,0.247,0.2157,-1.157931,-0.2497247,545.44,SLC45A1,solute carrier family 45 member 1,NS,False
255031,0.414,0.247,0.2643,-1.157868,-0.3059948,21.98,LINC00957,long intergenic non-protein coding RNA 957,NS,False
80267,0.415,0.247,0.081,-1.1572,-0.0936918,1503.53,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3,NS,False
6509,0.415,0.247,0.2314,-1.157159,-0.2677399,370.58,SLC1A4,solute carrier family 1 member 4,NS,False
105377663,0.415,0.247,0.3891,-1.157177,-0.4502512,10.1,LOC105377663,uncharacterized LOC105377663,NS,False
28977,0.415,0.247,0.1363,-1.157135,-0.1577573,3634.76,MRPL42,mitochondrial ribosomal protein L42,NS,False
7567,0.415,0.247,0.1064,-1.157105,-0.1230888,138.91,ZNF19,zinc finger protein 19,NS,False
2687,0.415,0.247,0.5592,-1.157129,-0.6470943,15.54,GGT5,gamma-glutamyltransferase 5,NS,False
3014,0.415,0.247,0.2034,1.156929,0.2353489,4331.0,H2AX,H2A.X variant histone,NS,False
150472,0.415,0.247,0.129,1.156843,0.1492836,1307.41,ZNG1B,Zn regulated GTPase metalloprotein activator 1B,NS,False
134548,0.415,0.247,0.2013,-1.156763,-0.2328183,49.96,SOWAHA,sosondowah ankyrin repeat domain family member A,NS,False
9912,0.415,0.247,0.1065,-1.156571,-0.1232011,441.56,ARHGAP44,Rho GTPase activating protein 44,NS,False
107986710,0.415,0.247,0.1286,1.156504,0.1486792,94.01,LOC107986710,uncharacterized LOC107986710,NS,False
56102,0.415,0.248,0.2979,1.156157,0.344436,16.35,PCDHGB3,"protocadherin gamma subfamily B, 3",NS,False
54947,0.415,0.248,0.1349,-1.156157,-0.1559772,729.22,LPCAT2,lysophosphatidylcholine acyltransferase 2,NS,False
318,0.415,0.248,0.1174,-1.155849,-0.135739,832.16,NUDT2,nudix hydrolase 2,NS,False
892,0.415,0.248,0.0491,1.155788,0.0567707,2773.15,CCNC,cyclin C,NS,False
105374353,0.415,0.248,0.2751,-1.155651,-0.3179021,16.77,LOC105374353,uncharacterized LOC105374353,NS,False
79885,0.416,0.248,0.0627,1.154976,0.0723888,667.24,HDAC11,histone deacetylase 11,NS,False
8916,0.416,0.248,0.3299,-1.154909,-0.3810493,643.69,HERC3,HECT and RLD domain containing E3 ubiquitin protein ligase 3,NS,False
134728,0.416,0.248,0.0891,1.154697,0.1029168,314.66,IRAK1BP1,interleukin 1 receptor associated kinase 1 binding protein 1,NS,False
399761,0.416,0.248,0.087,-1.154662,-0.1005057,307.49,BMS1P1,BMS1 pseudogene 1,NS,False
7337,0.416,0.248,0.0526,1.15475,0.0607694,3590.18,UBE3A,ubiquitin protein ligase E3A,NS,False
3213,0.416,0.248,0.111,1.154658,0.1281984,1185.8,HOXB3,homeobox B3,NS,False
2885,0.416,0.248,0.0673,1.15474,0.0776779,7318.98,GRB2,growth factor receptor bound protein 2,NS,False
8622,0.416,0.248,0.1157,-1.154373,-0.133526,182.65,PDE8B,phosphodiesterase 8B,NS,False
692198,0.416,0.248,0.1398,-1.15424,-0.1613967,120.15,SNORD78,"small nucleolar RNA, C/D box 78",NS,False
127829,0.416,0.248,0.0695,-1.154289,-0.0801777,1026.87,ARL8A,ADP ribosylation factor like GTPase 8A,NS,False
2114,0.416,0.248,0.1917,1.154205,0.2212345,2576.03,ETS2,"ETS proto-oncogene 2, transcription factor",NS,False
629,0.416,0.249,0.2536,-1.153993,-0.2926359,32.38,CFB,complement factor B,NS,False
6320,0.416,0.248,0.1797,-1.154034,-0.2073893,199.5,CLEC11A,C-type lectin domain containing 11A,NS,False
101929074,0.416,0.249,0.1359,-1.153936,-0.1568351,169.07,PIK3CD-AS2,PIK3CD antisense RNA 2,NS,False
102465466,0.416,0.249,0.3352,-1.153804,-0.3867247,13.81,MIR6777,microRNA 6777,NS,False
100506380,0.416,0.249,0.2219,-1.153631,-0.2560048,31.59,RNF32-DT,RNF32 divergent transcript,NS,False
7566,0.416,0.249,0.1249,-1.153568,-0.1440233,416.66,ZNF18,zinc finger protein 18,NS,False
201973,0.416,0.249,0.113,-1.153401,-0.1302929,284.8,PRIMPOL,primase and DNA directed polymerase,NS,False
54442,0.416,0.249,0.1435,-1.153224,-0.1655097,1746.35,KCTD5,potassium channel tetramerization domain containing 5,NS,False
677770,0.416,0.249,0.3346,-1.152927,-0.3857983,16.09,SCARNA22,small Cajal body-specific RNA 22,NS,False
4010,0.416,0.249,0.0632,-1.152761,-0.0729071,905.67,LMX1B,LIM homeobox transcription factor 1 beta,NS,False
101929003,0.417,0.249,0.2754,1.152623,0.317383,20.53,LOC101929003,uncharacterized LOC101929003,NS,False
7403,0.417,0.249,0.0519,1.152469,0.0598626,928.33,KDM6A,lysine demethylase 6A,NS,False
7029,0.417,0.249,0.1443,1.152298,0.1663215,2915.64,TFDP2,transcription factor Dp-2,NS,False
100506746,0.417,0.249,0.2256,1.152211,0.2598943,42.59,AFF1-AS1,AFF1 antisense RNA 1,NS,False
79056,0.417,0.249,0.0844,1.151802,0.097225,580.22,PRRG4,proline rich and Gla domain 4,NS,False
102723458,0.418,0.25,0.1902,1.150738,0.2188669,149.34,LOC102723458,uncharacterized LOC102723458,NS,False
26225,0.418,0.25,0.0508,1.150634,0.0584213,2429.2,ARL5A,ADP ribosylation factor like GTPase 5A,NS,False
51091,0.418,0.25,0.0689,1.149935,0.0792864,830.68,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase,NS,False
51256,0.418,0.25,0.0949,1.149609,0.1091169,156.92,TBC1D7,TBC1 domain family member 7,NS,False
92609,0.418,0.25,0.0389,-1.149598,-0.0446651,2130.75,TIMM50,translocase of inner mitochondrial membrane 50,NS,False
775,0.418,0.25,0.2691,1.149409,0.3092716,22.48,CACNA1C,calcium voltage-gated channel subunit alpha1 C,NS,False
7767,0.418,0.25,0.0958,1.149314,0.1101293,618.88,ZNF224,zinc finger protein 224,NS,False
101060684,0.418,0.251,0.0565,1.149069,0.0649703,1923.37,NBPF26,NBPF member 26,NS,False
348995,0.418,0.251,0.1024,-1.149114,-0.1177139,2160.13,NUP43,nucleoporin 43,NS,False
338440,0.418,0.251,0.1518,1.148992,0.1744576,3130.75,ANO9,anoctamin 9,NS,False
102723543,0.419,0.251,0.2865,-1.148222,-0.3290067,18.81,LOC102723543,uncharacterized LOC102723543,NS,False
105377283,0.419,0.251,0.2497,1.147989,0.286682,32.62,LINC02562,long intergenic non-protein coding RNA 2562,NS,False
103091864,0.419,0.251,0.1042,-1.147879,-0.1196469,145.29,SNHG22,small nucleolar RNA host gene 22,NS,False
124401,0.419,0.251,0.0605,1.147647,0.0694244,637.5,ANKS3,ankyrin repeat and sterile alpha motif domain containing 3,NS,False
100130967,0.419,0.251,0.1516,-1.147553,-0.1740188,123.06,LINC02901,long intergenic non-protein coding RNA 2901,NS,False
105370871,0.419,0.251,0.3704,-1.147504,-0.4250421,16.16,LOC105370871,uncharacterized LOC105370871,NS,False
140691,0.419,0.251,0.256,-1.147353,-0.2937771,29.42,TRIM69,tripartite motif containing 69,NS,False
100129973,0.419,0.251,0.1069,1.147221,0.1226205,125.86,CERNA1,competing endogenous lncRNA 1 for miR-4707-5p and miR-4767,NS,False
105369380,0.42,0.251,0.3063,-1.146961,-0.3513657,18.48,LOC105369380,,NS,False
63971,0.42,0.251,0.0498,1.146855,0.0570964,1902.14,KIF13A,kinesin family member 13A,NS,False
114819,0.42,0.252,0.1006,-1.14662,-0.1153316,468.95,CROCCP3,CROCC pseudogene 3,NS,False
102724077,0.42,0.252,0.2426,-1.146169,-0.2780594,26.39,LINC01389,long intergenic non-protein coding RNA 1389,NS,False
4245,0.42,0.252,0.0564,1.146123,0.0646329,2515.95,MGAT1,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",NS,False
253190,0.42,0.252,0.0936,-1.146088,-0.1073012,302.67,SERHL2,serine hydrolase like 2,NS,False
285352,0.42,0.252,0.1475,1.146019,0.1690329,98.56,KIF9-AS1,KIF9 antisense RNA 1,NS,False
51301,0.42,0.252,0.4889,-1.145645,-0.5601431,10.26,GCNT4,glucosaminyl (N-acetyl) transferase 4,NS,False
7818,0.42,0.252,0.0565,1.145405,0.0646678,3899.0,DAP3,death associated protein 3,NS,False
102724808,0.42,0.252,0.3203,-1.145543,-0.3668815,14.94,LOC102724808,uncharacterized LOC102724808,NS,False
3920,0.42,0.252,0.0971,-1.145387,-0.1112203,2648.95,LAMP2,lysosomal associated membrane protein 2,NS,False
286467,0.42,0.252,0.1368,1.145413,0.1567471,277.96,FIRRE,firre intergenic repeating RNA element,NS,False
102724862,0.421,0.252,0.0926,-1.144726,-0.1060311,199.22,TBC1D3I,TBC1 domain family member 3I,NS,False
80975,0.421,0.252,0.2036,1.144537,0.233003,31.22,TMPRSS5,transmembrane serine protease 5,NS,False
101928504,0.421,0.252,0.2714,-1.144462,-0.3106577,27.52,GTF2A1-AS1,GTF2A1 antisense RNA 1,NS,False
9669,0.421,0.252,0.1221,1.144313,0.139672,7675.39,EIF5B,eukaryotic translation initiation factor 5B,NS,False
80169,0.421,0.252,0.0738,-1.144343,-0.0844333,2298.65,CTC1,CST telomere replication complex component 1,NS,False
100133091,0.421,0.253,0.0842,1.14399,0.0963351,213.63,LINC03009,long intergenic non-protein coding RNA 3009,NS,False
10171,0.421,0.253,0.1088,1.143819,0.1244806,946.97,RCL1,RNA terminal phosphate cyclase like 1,NS,False
406962,0.421,0.253,0.2921,1.143562,0.3340752,18.47,MIR186,microRNA 186,NS,False
51070,0.421,0.253,0.0614,1.143458,0.0702433,2327.61,NOSIP,nitric oxide synthase interacting protein,NS,False
112268294,0.421,0.253,0.246,-1.14328,-0.2812644,21.15,LOC112268294,replaced by ID 102723722,NS,False
221477,0.421,0.253,0.0347,1.143127,0.0396905,3733.6,C6orf89,chromosome 6 open reading frame 89,NS,False
221883,0.421,0.253,0.2419,-1.143161,-0.2765206,58.61,HOXA11-AS,HOXA11 antisense RNA,NS,False
976,0.421,0.253,0.0514,1.143014,0.0587922,3538.74,ADGRE5,adhesion G protein-coupled receptor E5,NS,False
80347,0.422,0.253,0.0873,1.142563,0.0997158,2887.78,COASY,Coenzyme A synthase,NS,False
85474,0.422,0.253,0.1062,-1.142392,-0.1212809,136.54,LBX2,ladybird homeobox 2,NS,False
10447,0.422,0.253,0.0891,1.142389,0.101815,13273.23,FAM3C,FAM3 metabolism regulating signaling molecule C,NS,False
389791,0.422,0.253,0.2729,-1.142137,-0.3116581,18.3,PTGES2-AS1,PTGES2 antisense RNA 1 (head to head),NS,False
202915,0.422,0.254,0.1498,1.141543,0.1710552,1605.63,TMEM184A,transmembrane protein 184A,NS,False
55629,0.422,0.254,0.0849,-1.141143,-0.0968749,3096.75,PNRC2,proline rich nuclear receptor coactivator 2,NS,False
285359,0.422,0.254,0.253,1.141159,0.2887155,23.23,PDCL3P4,PDCL3 pseudogene 4,NS,False
10819,0.423,0.254,0.3606,1.140299,0.4111983,16.76,OR7E14P,olfactory receptor family 7 subfamily E member 14 pseudogene,NS,False
55573,0.423,0.254,0.0369,1.140121,0.0421188,6568.27,CDV3,CDV3 homolog,NS,False
79718,0.423,0.254,0.0541,-1.140179,-0.0616518,5942.6,TBL1XR1,TBL1X/Y related 1,NS,False
116092,0.423,0.254,0.0855,1.14012,0.0975075,1434.41,DNTTIP1,deoxynucleotidyltransferase terminal interacting protein 1,NS,False
9047,0.423,0.254,0.2011,1.13981,0.2292126,73.87,SH2D2A,SH2 domain containing 2A,NS,False
90557,0.423,0.254,0.1592,-1.139818,-0.1815077,534.61,CCDC74A,coiled-coil domain containing 74A,NS,False
7504,0.423,0.254,0.1062,1.139581,0.1210266,234.7,XK,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",NS,False
100128569,0.423,0.255,0.1128,1.139412,0.1285217,480.48,TEKTIP1,tektin bundle interacting protein 1,NS,False
84245,0.423,0.255,0.0918,1.139394,0.1045457,748.12,MRI1,methylthioribose-1-phosphate isomerase 1,NS,False
90417,0.423,0.255,0.1623,-1.13907,-0.184889,1702.34,KNSTRN,kinetochore localized astrin (SPAG5) binding protein,NS,False
2034,0.424,0.255,0.2272,-1.138758,-0.2586881,1840.48,EPAS1,endothelial PAS domain protein 1,NS,False
6339,0.424,0.255,0.1177,-1.138667,-0.1340474,341.59,SCNN1D,sodium channel epithelial 1 subunit delta,NS,False
54468,0.424,0.255,0.0688,1.138498,0.0782933,1091.76,MIOS,meiosis regulator for oocyte development,NS,False
606495,0.424,0.255,0.1379,1.138214,0.1570028,706.17,CYB5RL,cytochrome b5 reductase like,NS,False
107985525,0.424,0.255,0.2288,-1.138163,-0.2604388,27.53,LOC107985525,replaced by ID 100132057,NS,False
112268450,0.424,0.255,0.2358,1.138179,0.2684276,30.78,LOC112268450,uncharacterized LOC112268450,NS,False
147807,0.424,0.255,0.1053,-1.137999,-0.1197759,257.19,ZNF524,zinc finger protein 524,NS,False
54101,0.424,0.255,0.1181,1.137834,0.1343363,783.95,RIPK4,receptor interacting serine/threonine kinase 4,NS,False
8202,0.424,0.255,0.0729,1.137707,0.0829185,2249.62,NCOA3,nuclear receptor coactivator 3,NS,False
1730,0.424,0.255,0.0915,-1.137597,-0.1041098,707.26,DIAPH2,diaphanous related formin 2,NS,False
105373896,0.424,0.255,0.245,-1.13716,-0.2785929,95.61,LOC105373896,uncharacterized LOC105373896,NS,False
119395,0.424,0.256,0.3268,-1.136989,-0.3716051,19.88,CALHM3,calcium homeostasis modulator 3,NS,False
9213,0.424,0.256,0.0697,-1.13692,-0.0792478,2309.35,XPR1,xenotropic and polytropic retrovirus receptor 1,NS,False
55870,0.424,0.256,0.0671,1.136861,0.0762658,3723.54,ASH1L,ASH1 like histone lysine methyltransferase,NS,False
388630,0.425,0.256,0.3684,1.136616,0.4187049,11.85,TRABD2B,TraB domain containing 2B,NS,False
3617,0.425,0.256,0.2154,-1.136616,-0.24478,60.12,IMPG1,interphotoreceptor matrix proteoglycan 1,NS,False
8661,0.425,0.256,0.0714,-1.136388,-0.0811044,29316.19,EIF3A,eukaryotic translation initiation factor 3 subunit A,NS,False
64073,0.425,0.256,0.1208,1.135673,0.1371356,507.71,C19orf33,chromosome 19 open reading frame 33,NS,False
130940,0.425,0.256,0.1954,1.135401,0.2218122,55.92,CCDC148,coiled-coil domain containing 148,NS,False
54788,0.425,0.256,0.0987,1.135435,0.1120812,917.03,DNAJB12,DnaJ heat shock protein family (Hsp40) member B12,NS,False
107987067,0.425,0.256,0.323,-1.13532,-0.3667198,12.77,LOC107987067,formin-2-like,NS,False
2189,0.425,0.256,0.1391,-1.135262,-0.1579294,1751.73,FANCG,FA complementation group G,NS,False
49861,0.425,0.256,0.2153,1.135123,0.2444019,47.25,CLDN20,claudin 20,NS,False
10613,0.425,0.256,0.0582,1.134933,0.0660082,3392.62,ERLIN1,ER lipid raft associated 1,NS,False
114108587,0.426,0.257,0.0771,-1.134568,-0.0875289,299.11,ATF7-NPFF,ATF7-NPFF readthrough,NS,False
1558,0.426,0.257,0.2926,1.134402,0.3319157,16.73,CYP2C8,cytochrome P450 family 2 subfamily C member 8,NS,False
151246,0.426,0.257,0.2333,-1.133851,-0.2645378,1756.78,SGO2,shugoshin 2,NS,False
8140,0.426,0.257,0.1883,-1.133796,-0.2134631,16838.88,SLC7A5,solute carrier family 7 member 5,NS,False
2798,0.426,0.257,0.2755,1.133712,0.3123206,22.95,GNRHR,gonadotropin releasing hormone receptor,NS,False
5586,0.426,0.257,0.0998,-1.133072,-0.1131073,3418.14,PKN2,protein kinase N2,NS,False
80862,0.426,0.257,0.1283,-1.133175,-0.1453443,226.31,POLR1HASP,"POLR1H antisense, pseudogene",NS,False
102723575,0.426,0.257,0.3987,-1.133125,-0.4517497,15.8,LOC102723575,uncharacterized LOC102723575,NS,False
728769,0.426,0.257,0.1671,1.132619,0.1892463,82.61,SCAMP1-AS1,SCAMP1 antisense RNA 1,NS,False
285605,0.426,0.257,0.0742,1.132708,0.0840193,361.52,DTWD2,DTW domain containing 2,NS,False
51473,0.426,0.257,0.4078,-1.13283,-0.4619945,8.61,DCDC2,doublecortin domain containing 2,NS,False
64005,0.426,0.257,0.4122,-1.132835,-0.4669922,11.8,MYO1G,myosin IG,NS,False
8883,0.426,0.257,0.0358,1.132689,0.0405771,3309.65,NAE1,NEDD8 activating enzyme E1 subunit 1,NS,False
112268199,0.426,0.257,0.5863,-1.132697,-0.6641219,9.23,LOC112268199,uncharacterized LOC112268199,NS,False
140893,0.426,0.257,0.1918,1.132667,0.2172741,50.53,RBBP8NL,RBBP8 N-terminal like,NS,False
8911,0.426,0.257,0.2184,-1.132686,-0.2473379,73.37,CACNA1I,calcium voltage-gated channel subunit alpha1 I,NS,False
360,0.427,0.257,0.1201,-1.132439,-0.1359923,287.44,AQP3,aquaporin 3 (Gill blood group),NS,False
27230,0.427,0.258,0.07,1.132313,0.0793084,3617.94,SERP1,stress associated endoplasmic reticulum protein 1,NS,False
23313,0.427,0.257,0.0349,1.13232,0.0395107,3127.51,KIAA0930,KIAA0930,NS,False
57819,0.427,0.258,0.0508,1.132236,0.0575045,1464.25,LSM2,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",NS,False
3766,0.427,0.258,0.2696,-1.131999,-0.3052285,20.23,KCNJ10,potassium inwardly rectifying channel subfamily J member 10,NS,False
